"","TIME:","2017-09-08T09:49:36-0700","",""
"","User Name:","la191","",""
"","User Age:","9","",""
"","User Grade:","4","",""
"","User Gender:","MALE","",""
"","User Handedness:","RIGHT","",""
"","iPad Number:","49","",""
"","Test Type:","Real","",""
"","Build Number:","17","",""
"","OS Version:","10.2.1","",""
"","Device Type:","iPad Mini 3rd Gen", "",""
"","ADAPTIVITY:","YES","",""
"Game Settings:","{
    Actual = 12;
    Adaptive = 1;
    ITI = 1000;
    MaxInterval = 1500;
    MemoryTime = 200;
    "P-Start" = 1500;
    Practice = 4;
    RetentionTime = 900;
    Start = 1000;
    TRI = 200;
    TestTime = 2000;
}","",""
"R4B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","0","3.141592741012573","1500","0","Hard","0","849.2070436477661","0","4",
"1","1","0.5235987901687622","1500","0","Hard","-0.7853981852531433","843.641996383667","0","4",
"1","0","0.5235987901687622","1500","0","Hard","0","878.4340023994446","0","4",
"1","1","1.570796370506287","1500","0","Hard","-0.7853981852531433","697.6540088653564","0","4",
"1","0","-1.047197580337524","1500","0","Hard","0","677.5580048561096","0","4",
"1","0","1.308996915817261","1500","0","Hard","0","645.1340317726135","0","4",
"0","1","-0.2617993950843811","1500","0","Hard","-0.5235987901687622","813.8599991798401","0","4",
"1","1","-1.308996915817261","1500","0","Hard","-1.047197580337524","694.7230100631714","0","4",
"1","0","-0.7853981852531433","1500","0","Hard","0","960.6359601020813","0","4",
"1","1","0.7853981852531433","1500","0","Hard","-1.308996915817261","681.0789704322815","0","4",
"1","0","0.7853981852531433","1500","0","Hard","0","687.4970197677612","0","4",
"0","1","-1.047197580337524","1500","0","Hard","-0.2617993950843811","621.0179924964905","0","4",


"R2B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","1.047197580337524","1500","2","Hard","0.7853981852531433","813.5240077972412","0","2",
"1","0","1.047197580337524","1500","2","Hard","0","874.750018119812","0","2",
"0","1","-0.2617993950843811","1500","2","Hard","0.7853981852531433","676.7120361328125","0","2",
"1","0","0.5235987901687622","1500","2","Hard","0","640.1730179786682","0","2",
"1","1","1.047197580337524","1500","2","Hard","-1.308996915817261","690.1149749755859","0","2",
"1","0","1.308996915817261","1500","2","Hard","0","874.8520016670227","0","2",
"1","1","1.308996915817261","1500","2","Hard","0.2617993950843811","603.0489802360535","0","2",
"1","0","-0.5235987901687622","1500","2","Hard","0","571.3180303573608","0","2",
"1","0","-1.308996915817261","1500","2","Hard","0","940.667986869812","0","2",
"1","1","1.047197580337524","1500","2","Hard","0.2617993950843811","1008.6629986763","0","2",
"1","0","-0.5235987901687622","1500","2","Hard","0","823.6329555511475","0","2",
"1","1","1.308996915817261","1500","2","Hard","0.2617993950843811","656.7749977111816","0","2",


"R2B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","0","-0.7853981852531433","1500","0","Easy","0","784.3739986419678","0","2",
"1","0","1.570796370506287","1500","0","Easy","0","588.1949663162231","0","2",
"1","0","0.7853981852531433","1500","0","Medium","0","668.9069867134094","0","2",
"1","1","-1.047197580337524","1500","0","Medium","3.141592741012573","599.4769930839539","0","2",
"1","0","-1.047197580337524","1500","0","Hard","0","812.5540018081665","0","2",
"1","0","0.5235987901687622","1500","0","Hard","0","685.2539777755737","0","2",
"0","0","0.2617993950843811","1500","0","Hard","0","900.9490013122559","0","2",
"0","1","1.570796370506287","1500","0","Hard","1.047197580337524","650.9789824485779","0","2",
"1","1","-0.7853981852531433","1500","0","Medium","-1.047197580337524","751.056969165802","0","2",
"1","1","0.7853981852531433","1500","0","Medium","3.141592741012573","716.0040140151978","0","2",
"1","1","1.570796370506287","1500","0","Hard","-0.7853981852531433","631.0200095176697","0","2",
"0","1","1.570796370506287","1500","0","Hard","1.308996915817261","545.9040403366089","0","2",


"R4B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","3.141592741012573","1500","2","Hard","0.5235987901687622","1024.488031864166","0","4",
"1","0","-0.5235987901687622","1500","2","Hard","0","851.5929579734802","0","4",
"1","1","1.047197580337524","1500","2","Hard","-1.308996915817261","972.9159474372864","0","4",
"1","1","-1.047197580337524","1500","2","Hard","0.7853981852531433","885.7489824295044","0","4",
"1","0","-1.308996915817261","1500","2","Hard","0","919.6779727935791","0","4",
"1","0","-0.5235987901687622","1500","2","Hard","0","835.1669907569885","0","4",
"1","0","-1.308996915817261","1500","2","Hard","0","798.5349893569946","0","4",
"1","1","-1.047197580337524","1500","2","Hard","1.308996915817261","685.0669980049133","0","4",
"1","0","0.2617993950843811","1500","2","Hard","0","804.7309517860413","0","4",
"1","0","1.308996915817261","1500","2","Hard","0","784.2900156974792","0","4",
"1","1","1.047197580337524","1500","2","Hard","-1.047197580337524","720.2889919281006","0","4",
"0","1","1.570796370506287","1500","2","Hard","3.141592741012573","738.6459708213806","0","4",


"R2B4",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","1","1.308996915817261","1500","4","Hard","-0.5235987901687622","719.459056854248","0","2",
"1","1","0.2617993950843811","1500","4","Hard","-1.308996915817261","752.4430155754089","0","2",
"1","1","-0.7853981852531433","1500","4","Hard","-0.5235987901687622","1021.007001399994","0","2",
"0","1","0.7853981852531433","1500","4","Hard","1.047197580337524","932.3520064353943","0","2",
"1","0","-1.047197580337524","1500","4","Hard","0","1234.629988670349","0","2",
"1","0","-0.2617993950843811","1500","4","Hard","0","781.6369533538818","0","2",
"0","0","0.5235987901687622","1500","4","Hard","0","767.890989780426","0","2",
"1","0","0.7853981852531433","1500","4","Hard","0","817.5129890441895","0","2",
"1","1","3.141592741012573","1500","4","Hard","0.7853981852531433","710.360050201416","0","2",
"0","0","-0.2617993950843811","1500","4","Hard","0","1014.021039009094","0","2",
"0","1","3.141592741012573","1500","4","Hard","0.2617993950843811","710.1579904556274","0","2",
"0","0","1.570796370506287","1500","4","Medium","0","982.4619889259338","0","2",






"","TIME:","2017-09-28T12:06:09-0700","",""
"","USER ID:","ADMIN-UCSF-pe292","",""
"","User Name:","pe007","",""
"","User Age:","13","",""
"","User Grade:","8","",""
"","User Gender:","FEMALE","",""
"","User Handedness:","RIGHT","",""
"","iPad Number:","49","",""
"","Test Type:","Real","",""
"","Build Number:","17","",""
"","OS Version:","10.2.1","",""
"","Device Type:","iPad Mini 3rd Gen", "",""
"","ADAPTIVITY:","YES","",""
"Game Settings:","{
    Actual = 12;
    Adaptive = 1;
    ITI = 1000;
    MaxInterval = 1500;
    MemoryTime = 200;
    "P-Start" = 1500;
    Practice = 4;
    RetentionTime = 900;
    Start = 1000;
    TRI = 200;
    TestTime = 2000;
}","",""
"R4B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","1","-0.7853981852531433","1500","0","Medium","0.7853981852531433","246.6019988059998","0","4",
"0","1","-1.047197580337524","1500","0","Medium","1.047197580337524","246.4550137519836","0","4",
"1","1","3.141592741012573","1500","0","Easy","1.570796370506287","946.8640089035034","0","4",
"0","0","3.141592741012573","1500","0","Easy","0","365.7739758491516","0","4",
"1","0","0.7853981852531433","1500","0","Easy","0","297.0759868621826","0","4",
"1","0","0.7853981852531433","1500","0","Easy","0","360.7180118560791","0","4",
"0","1","1.570796370506287","1500","0","Medium","-0.5235987901687622","463.6739492416382","0","4",
"1","1","-0.5235987901687622","1500","0","Medium","1.570796370506287","444.4459676742554","0","4",
"1","1","0.5235987901687622","1500","0","Medium","-0.5235987901687622","462.9669785499573","0","4",
"1","0","0.2617993950843811","1500","0","Hard","0","442.6349997520447","0","4",
"1","0","-0.2617993950843811","1500","0","Hard","0","361.3439798355103","0","4",
"1","0","0.2617993950843811","1500","0","Hard","0","313.7129545211792","0","4",


"R2B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","0","3.141592741012573","1500","2","Hard","0","314.4640326499939","0","2",
"1","0","1.308996915817261","1500","2","Hard","0","526.648998260498","0","2",
"1","0","1.047197580337524","1500","2","Hard","0","343.4759974479675","0","2",
"0","1","0.7853981852531433","1500","2","Hard","1.308996915817261","376.0390281677246","0","2",
"0","1","-1.308996915817261","1500","2","Hard","1.570796370506287","329.3789625167847","0","2",
"0","1","1.570796370506287","1500","2","Medium","1.047197580337524","390.3530240058899","0","2",
"0","1","0.5235987901687622","1500","2","Medium","-0.7853981852531433","275.4470109939575","0","2",
"0","0","1.570796370506287","1500","2","Easy","0","472.2910523414612","0","2",
"1","0","0.7853981852531433","1500","2","Easy","0","574.9430060386658","0","2",
"0","1","0.7853981852531433","1500","2","Easy","1.570796370506287","324.1560459136963","0","2",
"1","0","-0.7853981852531433","1500","2","Easy","0","324.0129947662354","0","2",
"0","1","3.141592741012573","1500","2","Easy","0.7853981852531433","524.63299036026","0","2",


"R2B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","1.570796370506287","1500","0","Easy","3.141592741012573","482.8320145606995","0","2",
"1","0","3.141592741012573","1500","0","Easy","0","386.788010597229","0","2",
"1","0","1.570796370506287","1500","0","Medium","0","303.1139969825745","0","2",
"1","1","-0.5235987901687622","1500","0","Medium","1.047197580337524","505.3419470787048","0","2",
"1","0","0.5235987901687622","1500","0","Hard","0","404.2859673500061","0","2",
"0","1","-1.047197580337524","1500","0","Hard","1.570796370506287","486.5790009498596","0","2",
"1","1","1.570796370506287","1500","0","Hard","3.141592741012573","1064.976990222931","0","2",
"0","0","-1.047197580337524","1500","0","Hard","0","520.2569961547852","0","2",
"0","1","1.570796370506287","1500","0","Hard","0.7853981852531433","387.4629735946655","0","2",
"1","0","-0.5235987901687622","1500","0","Medium","0","416.1450266838074","0","2",
"0","1","-0.7853981852531433","1500","0","Medium","-0.5235987901687622","380.3620338439941","0","2",
"1","0","0.7853981852531433","1500","0","Medium","0","382.4059963226318","0","2",


"R4B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","0","-0.7853981852531433","1500","2","Easy","0","521.9370126724243","0","4",
"0","1","-0.7853981852531433","1500","2","Easy","0.7853981852531433","299.32701587677","0","4",
"1","1","1.570796370506287","1500","2","Easy","-0.7853981852531433","510.15704870224","0","4",
"0","0","-0.7853981852531433","1500","2","Easy","0","502.1209716796875","0","4",
"0","1","0.7853981852531433","1500","2","Easy","-0.7853981852531433","353.456974029541","0","4",
"0","1","3.141592741012573","1500","2","Easy","1.570796370506287","308.8290095329285","0","4",
"0","1","3.141592741012573","1500","2","Easy","0.7853981852531433","303.9900064468384","0","4",
"1","0","-0.7853981852531433","1500","2","Easy","0","269.0869569778442","0","4",
"1","0","3.141592741012573","1500","2","Easy","0","289.1919612884521","0","4",
"1","0","-0.7853981852531433","1500","2","Medium","0","338.3049964904785","0","4",
"0","1","0.5235987901687622","1500","2","Medium","3.141592741012573","383.3590149879456","0","4",
"1","0","0.7853981852531433","1500","2","Medium","0","187.8679990768433","0","4",


"R2B4",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","0","0.5235987901687622","1500","4","Medium","0","324.5060443878174","0","2",
"0","1","-1.047197580337524","1500","4","Medium","-0.7853981852531433","324.4609832763672","0","2",
"1","0","1.047197580337524","1500","4","Medium","0","183.1119656562805","0","2",
"0","1","1.047197580337524","1500","4","Medium","-1.047197580337524","310.3410005569458","0","2",
"0","0","1.047197580337524","1500","4","Medium","0","536.9629859924316","0","2",
"1","0","0.7853981852531433","1500","4","Easy","0","415.0499701499939","0","2",
"1","1","3.141592741012573","1500","4","Easy","0.7853981852531433","615.5520081520081","0","2",
"1","1","-1.047197580337524","1500","4","Medium","0.7853981852531433","526.6810059547424","0","2",
"0","0","1.047197580337524","1500","4","Medium","0","446.9040036201477","0","2",
"1","1","-0.7853981852531433","1500","4","Medium","1.570796370506287","666.9960021972656","0","2",
"1","1","0.7853981852531433","1500","4","Medium","0.5235987901687622","481.1080098152161","0","2",
"1","0","0.5235987901687622","1500","4","Hard","0","379.3759942054749","0","2",






"","TIME:","2017-09-29T12:06:08-0700","",""
"","USER ID:","ADMIN-UCSF-pe092","",""
"","User Name:","pe092","",""
"","User Age:","14","",""
"","User Grade:","8","",""
"","User Gender:","MALE","",""
"","User Handedness:","RIGHT","",""
"","iPad Number:","49","",""
"","Test Type:","Real","",""
"","Build Number:","17","",""
"","OS Version:","10.2.1","",""
"","Device Type:","iPad Mini 3rd Gen", "",""
"","ADAPTIVITY:","YES","",""
"Game Settings:","{
    Actual = 12;
    Adaptive = 1;
    ITI = 1000;
    MaxInterval = 1500;
    MemoryTime = 200;
    "P-Start" = 1500;
    Practice = 4;
    RetentionTime = 900;
    Start = 1000;
    TRI = 200;
    TestTime = 2000;
}","",""
"R4B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","1","-0.7853981852531433","1500","0","Hard","-1.308996915817261","437.611997127533","0","4",
"1","0","-0.7853981852531433","1500","0","Hard","0","445.3479647636414","0","4",
"1","0","-0.7853981852531433","1500","0","Hard","0","529.8749804496765","0","4",
"0","1","1.570796370506287","1500","0","Hard","-1.308996915817261","446.8939900398254","0","4",
"1","1","-1.047197580337524","1500","0","Hard","1.308996915817261","679.5290112495422","0","4",
"1","0","-0.5235987901687622","1500","0","Hard","0","480.4739952087402","0","4",
"0","1","1.047197580337524","1500","0","Hard","-0.7853981852531433","312.6220107078552","0","4",
"1","0","0.5235987901687622","1500","0","Hard","0","363.4470105171204","0","4",
"1","0","3.141592741012573","1500","0","Hard","0","508.450984954834","0","4",
"0","1","3.141592741012573","1500","0","Hard","0.7853981852531433","587.261974811554","0","4",
"0","1","1.308996915817261","1500","0","Hard","0.5235987901687622","580.661952495575","0","4",
"1","0","1.047197580337524","1500","0","Medium","0","479.1080355644226","0","4",


"R2B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","0","-0.7853981852531433","1500","2","Medium","0","379.131019115448","0","2",
"1","0","1.047197580337524","1500","2","Medium","0","410.7379913330078","0","2",
"1","0","-0.5235987901687622","1500","2","Hard","0","426.3330101966858","0","2",
"1","1","1.047197580337524","1500","2","Hard","0.5235987901687622","308.6169958114624","0","2",
"0","1","0.7853981852531433","1500","2","Hard","0.2617993950843811","342.0899510383606","0","2",
"1","1","-0.2617993950843811","1500","2","Hard","-1.047197580337524","821.6860294342041","0","2",
"1","0","1.570796370506287","1500","2","Hard","0","653.8189649581909","0","2",
"1","0","1.308996915817261","1500","2","Hard","0","654.7220349311829","0","2",
"1","1","-0.7853981852531433","1500","2","Hard","-0.5235987901687622","558.1559538841248","0","2",
"1","0","-1.308996915817261","1500","2","Hard","0","442.4289464950562","0","2",
"0","1","0.5235987901687622","1500","2","Hard","-0.7853981852531433","588.7739658355713","0","2",
"1","1","0.7853981852531433","1500","2","Hard","0.2617993950843811","642.628014087677","0","2",


"R2B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","3.141592741012573","1500","0","Easy","1.570796370506287","816.6729807853699","0","2",
"1","1","0.7853981852531433","1500","0","Easy","3.141592741012573","902.0910263061523","0","2",
"1","0","-1.047197580337524","1500","0","Medium","0","554.0180206298828","0","2",
"0","0","1.047197580337524","1500","0","Medium","0","934.6449971199036","0","2",
"1","0","1.570796370506287","1500","0","Medium","0","570.2899694442749","0","2",
"1","1","-0.7853981852531433","1500","0","Medium","1.570796370506287","649.8549580574036","0","2",
"1","1","0.7853981852531433","1500","0","Hard","-0.7853981852531433","800.0600337982178","0","2",
"1","0","-0.2617993950843811","1500","0","Hard","0","498.7310171127319","0","2",
"1","0","0.5235987901687622","1500","0","Hard","0","596.8749523162842","0","2",
"1","1","0.5235987901687622","1500","0","Hard","0.7853981852531433","706.0959935188293","0","2",
"1","0","-1.047197580337524","1500","0","Hard","0","460.2630138397217","0","2",
"1","1","-0.5235987901687622","1500","0","Hard","0.2617993950843811","822.9900002479553","0","2",


"R4B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","1","1.308996915817261","1500","2","Hard","0.7853981852531433","819.366991519928","0","4",
"1","0","3.141592741012573","1500","2","Hard","0","418.5670018196106","0","4",
"0","1","-0.5235987901687622","1500","2","Hard","0.2617993950843811","506.0340166091919","0","4",
"1","1","-0.7853981852531433","1500","2","Hard","0.2617993950843811","618.3499693870544","0","4",
"1","0","1.308996915817261","1500","2","Hard","0","503.4649968147278","0","4",
"1","1","0.7853981852531433","1500","2","Hard","-0.7853981852531433","650.7949829101562","0","4",
"1","0","-0.5235987901687622","1500","2","Hard","0","382.9420208930969","0","4",
"1","1","-0.2617993950843811","1500","2","Hard","0.7853981852531433","585.5429768562317","0","4",
"1","0","0.2617993950843811","1500","2","Hard","0","552.776038646698","0","4",
"0","1","1.570796370506287","1500","2","Hard","0.5235987901687622","517.3839926719666","0","4",
"0","0","-1.047197580337524","1500","2","Hard","0","602.2469997406006","0","4",
"0","0","0.7853981852531433","1500","2","Medium","0","697.8980302810669","0","4",


"R2B4",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","-0.5235987901687622","1500","4","Medium","1.047197580337524","650.6310105323792","0","2",
"1","0","-0.7853981852531433","1500","4","Medium","0","503.9529800415039","0","2",
"1","1","-1.047197580337524","1500","4","Hard","-0.5235987901687622","684.7419738769531","0","2",
"1","0","0.5235987901687622","1500","4","Hard","0","485.7189655303955","0","2",
"0","0","-0.7853981852531433","1500","4","Hard","0","530.5079817771912","0","2",
"0","1","0.7853981852531433","1500","4","Hard","-1.308996915817261","746.0010051727295","0","2",
"0","1","-0.5235987901687622","1500","4","Medium","-1.047197580337524","477.6070117950439","0","2",
"1","0","0.7853981852531433","1500","4","Medium","0","625.8339881896973","0","2",
"1","1","3.141592741012573","1500","4","Medium","1.570796370506287","670.5330014228821","0","2",
"1","0","-0.2617993950843811","1500","4","Hard","0","607.7309846878052","0","2",
"1","0","1.047197580337524","1500","4","Hard","0","584.0830206871033","0","2",
"1","1","-0.7853981852531433","1500","4","Hard","1.308996915817261","753.13800573349","0","2",






"","TIME:","2017-10-02T11:13:03-0700","",""
"","USER ID:","ADMIN-UCSF-pe543","",""
"","User Name:","pe543","",""
"","User Age:","10","",""
"","User Grade:","6","",""
"","User Gender:","MALE","",""
"","User Handedness:","RIGHT","",""
"","iPad Number:","49","",""
"","Test Type:","Real","",""
"","Build Number:","17","",""
"","OS Version:","10.2.1","",""
"","Device Type:","iPad Mini 3rd Gen", "",""
"","ADAPTIVITY:","YES","",""
"Game Settings:","{
    Actual = 12;
    Adaptive = 1;
    ITI = 1000;
    MaxInterval = 1500;
    MemoryTime = 200;
    "P-Start" = 1500;
    Practice = 4;
    RetentionTime = 900;
    Start = 1000;
    TRI = 200;
    TestTime = 2000;
}","",""
"R4B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"1","1","0.5235987901687622","1500","0","Hard","-0.5235987901687622","564.8350119590759","0","4",
"1","1","1.570796370506287","1500","0","Hard","3.141592741012573","804.1949868202209","0","4",
"0","0","0.2617993950843811","1500","0","Hard","0","515.3740048408508","0","4",
"0","1","0.2617993950843811","1500","0","Hard","0.5235987901687622","298.3369827270508","0","4",
"0","1","1.570796370506287","1500","0","Medium","0.5235987901687622","795.4630255699158","0","4",
"1","1","-0.5235987901687622","1500","0","Medium","-0.7853981852531433","553.7130236625671","0","4",
"0","1","1.570796370506287","1500","0","Medium","-1.047197580337524","357.6239943504333","0","4",
"1","0","0.7853981852531433","1500","0","Medium","0","781.3349962234497","0","4",
"0","0","-0.5235987901687622","1500","0","Medium","0","576.0769844055176","0","4",
"1","0","1.570796370506287","1500","0","Medium","0","555.5440187454224","0","4",
"0","0","0.7853981852531433","1500","0","Medium","0","542.4270033836365","0","4",
"1","0","-0.5235987901687622","1500","0","Medium","0","577.9139995574951","0","4",


"R2B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","1","1.570796370506287","1500","2","Medium","-0.7853981852531433","925.3219962120056","0","2",
"0","0","-0.7853981852531433","1500","2","Medium","0","1493.643999099731","0","2",
"1","0","3.141592741012573","1500","2","Easy","0","391.6429877281189","0","2",
"1","1","0.7853981852531433","1500","2","Easy","-0.7853981852531433","759.3500018119812","0","2",
"0","0","1.570796370506287","1500","2","Medium","0","492.2530055046082","0","2",
"0","1","-0.5235987901687622","1500","2","Medium","0.5235987901687622","493.2020306587219","0","2",
"1","0","1.570796370506287","1500","2","Easy","0","728.0060052871704","0","2",
"1","1","0.7853981852531433","1500","2","Easy","-0.7853981852531433","458.903968334198","0","2",
"1","0","0.5235987901687622","1500","2","Medium","0","321.57301902771","0","2",
"1","0","1.570796370506287","1500","2","Medium","0","333.2020044326782","0","2",
"1","1","-1.047197580337524","1500","2","Hard","3.141592741012573","340.2150273323059","0","2",
"0","1","0.2617993950843811","1500","2","Hard","-0.7853981852531433","774.6480107307434","0","2",


"R2B0",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","0","3.141592741012573","1500","0","Easy","0","N/A","0","2",
"0","0","1.570796370506287","1500","0","Easy","0","789.7859811782837","0","2",
"1","1","0.7853981852531433","1500","0","Easy","1.570796370506287","753.8900375366211","0","2",
"1","1","3.141592741012573","1500","0","Easy","0.7853981852531433","701.7050385475159","0","2",
"1","1","1.047197580337524","1500","0","Medium","1.570796370506287","820.0639486312866","0","2",
"1","1","1.570796370506287","1500","0","Medium","-0.7853981852531433","683.2290291786194","0","2",
"0","1","0.7853981852531433","1500","0","Hard","1.047197580337524","604.9609780311584","0","2",
"1","1","-1.047197580337524","1500","0","Hard","-0.2617993950843811","633.6159706115723","0","2",
"1","0","0.5235987901687622","1500","0","Hard","0","998.4270334243774","0","2",
"0","0","1.308996915817261","1500","0","Hard","0","636.0679864883423","0","2",
"1","0","-1.047197580337524","1500","0","Hard","0","549.6739745140076","0","2",
"1","0","1.570796370506287","1500","0","Hard","0","677.3419976234436","0","2",


"R4B2",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","0","-0.2617993950843811","1500","2","Hard","0","406.175971031189","0","4",
"0","1","-1.308996915817261","1500","2","Hard","3.141592741012573","553.7729859352112","0","4",
"1","0","-1.047197580337524","1500","2","Medium","0","508.758008480072","0","4",
"1","1","-0.5235987901687622","1500","2","Medium","-0.7853981852531433","599.931001663208","0","4",
"0","1","0.5235987901687622","1500","2","Hard","0.7853981852531433","27.32503414154053","1","4",
"0","0","1.570796370506287","1500","2","Hard","0","294.6460247039795","0","4",
"0","1","3.141592741012573","1500","2","Medium","-0.5235987901687622","486.9669675827026","0","4",
"0","1","0.7853981852531433","1500","2","Medium","3.141592741012573","38.08099031448364","1","4",
"1","0","-0.7853981852531433","1500","2","Easy","0","685.2930188179016","0","4",
"0","0","1.570796370506287","1500","2","Easy","0","352.6589870452881","0","4",
"0","1","1.570796370506287","1500","2","Easy","0.7853981852531433","351.9659638404846","0","4",
"0","0","3.141592741012573","1500","2","Easy","0","34.01100635528564","1","4",


"R2B4",
"Correct Button","Cue Rotated","Original Orientation","Response Window","Blue Distractors","Difficulty Level","Degree of Change","Response Time","Late Response","Red Rectangles",
"0","0","1.570796370506287","1500","4","Easy","0","1456.247985363007","0","2",
"1","0","3.141592741012573","1500","4","Easy","0","647.6640105247498","0","2",
"1","0","0.7853981852531433","1500","4","Easy","0","865.0400042533875","0","2",
"0","1","-1.047197580337524","1500","4","Medium","0.5235987901687622","770.8069682121277","0","2",
"1","1","1.047197580337524","1500","4","Medium","0.7853981852531433","751.4320015907288","0","2",
"0","1","3.141592741012573","1500","4","Medium","1.570796370506287","763.776957988739","0","2",
"0","1","0.5235987901687622","1500","4","Medium","3.141592741012573","999.3000030517578","0","2",
"0","0","-0.7853981852531433","1500","4","Easy","0","764.8360133171082","0","2",
"1","1","3.141592741012573","1500","4","Easy","-0.7853981852531433","876.9710063934326","0","2",
"0","0","3.141592741012573","1500","4","Easy","0","1015.585005283356","0","2",
"1","1","3.141592741012573","1500","4","Easy","-0.7853981852531433","1296.588003635406","0","2",
"0","0","-0.7853981852531433","1500","4","Easy","0","893.0839896202087","0","2",






