Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,FPS Mean,FPS Variance,Finish Status,Session Type,OS Version,Screen Height,Screen Width,Build,Client Time Zone,Device DPI,Device Model,Device Type,Graphics Device Name,I18n,Processor Count,Processor Frequency,Runtime Platform,System Memory Size,Times Finished Game,Correct Button,Inter Time Interval,Late Response,Response Time,Response Window
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,667,1375
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,634,1365
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,567,1345
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,1051,1315
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,LeftThumb,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,1,2167,1275
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,1,900,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,1,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,517,815
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,2,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,551,805
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,3,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,384,785
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,4,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,517,755
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,534,715
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,0,500,665
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,1,867,605
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,1,1116,645
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,Right,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,251,725
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,0,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,0,1000,0,68,775
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,1,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,0,735,815
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,2,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,1,1233,805
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,3,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,1,850,845
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,4,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,1,1416,925
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,5,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,900,0,517,1045
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,6,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1100,1,2034,1035
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,7,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,800,0,968,1075
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,8,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1000,0,234,1065
ucsfww0003,2019-09-12T16:26:53.217Z,2019-09-12T16:26:53.217Z,,RightThumb,9,57.2083626,75.65986,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,7",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,970,0,1,1200,1,1750,1045
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Left,0,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,517,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Left,1,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,351,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Left,2,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,467,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Left,3,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,1100,0,134,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Left,4,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,384,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,LeftThumb,0,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,484,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,LeftThumb,1,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,467,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,LeftThumb,2,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,534,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,LeftThumb,3,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,267,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,LeftThumb,4,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,684,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Right,0,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,2084,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Right,1,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,917,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Right,2,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,284,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Right,3,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,384,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,Right,4,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,218,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,RightThumb,0,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,150,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,RightThumb,1,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,417,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,RightThumb,2,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,934,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,RightThumb,3,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,2467,5000
ucsfww0005,2019-09-12T16:26:30.019Z,2019-09-12T16:26:30.019Z,,RightThumb,4,56.7460861,86.05958,Successful,StartingWindow,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,500,5000
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,0,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,418,583
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,1,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,468,573
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,2,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,1000,0,0,553
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,3,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,1200,0,0,593
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,4,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,1,1567,673
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,5,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,534,793
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,6,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,900,0,0,783
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,7,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,1100,0,0,823
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,8,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,800,0,0,903
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Left,9,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,434,1023
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,0,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,1000,0,84,583
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,1,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,201,623
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,2,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,384,613
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,3,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,184,593
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,4,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,351,563
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,5,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,467,523
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,6,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,367,473
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,7,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,1,417,413
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,8,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,1,717,453
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,LeftThumb,9,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,467,533
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,0,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,0,900,0,0,583
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,1,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,1,667,573
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,2,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,400,613
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,3,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,1,1117,603
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,4,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,517,643
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,5,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1000,0,434,633
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,6,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,584,613
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,7,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1100,0,367,583
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,8,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,800,0,384,543
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,Right,9,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,900,0,201,493
ucsfww0005,2019-09-12T16:27:49.354Z,2019-09-12T16:27:49.354Z,,RightThumb,0,56.76651,85.2805557,Successful,Real,iOS 12.4.1,1536,2048,1.11.23,PST,326,"iPad4,4",Handheld,Apple A7 GPU,English,2,0,IPhonePlayer,972,0,1,1200,0,501,583
