Participant Id,Time Gameplayed Utc,Time Sent Utc,Detail,Condition,Trial Number,Correct Button,Displayed Cue,First Button,Flanking Cue,Late Response,Response Time,Response Window,Second Button,Trial Type
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,0,1,A,YES,A,0,900,5000,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,1,1,B,NO,B,0,417,5000,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,2,1,B,NO,A,0,517,5000,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,3,1,B,NO,B,0,400,5000,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,4,0,A,NO,B,0,350,5000,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:26.056Z,2019-05-16T18:22:26.056Z,,default,5,1,A,YES,B,0,417,5000,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,0,0,A,YES,A,0,517,517,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,1,0,A,NO,B,0,466,517,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,2,0,A,YES,B,1,584,557,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,3,1,B,NO,B,0,416,557,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,4,1,B,NO,B,0,433,547,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,5,1,A,YES,A,0,467,527,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,6,1,B,NO,A,0,467,637,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,7,1,A,YES,B,0,466,627,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,8,1,B,NO,B,0,383,497,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,9,1,B,NO,B,0,417,457,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,10,0,A,YES,A,1,416,407,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,11,0,A,NO,B,0,467,607,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,12,1,A,YES,A,0,417,447,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,13,1,B,NO,A,0,483,647,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,14,1,B,NO,A,0,500,637,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,15,1,A,YES,B,0,450,617,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,16,1,B,NO,B,0,383,437,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,17,0,B,NO,B,0,417,417,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,18,1,B,NO,A,0,384,587,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,19,1,A,YES,A,0,433,457,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,20,1,A,YES,B,0,483,547,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,21,0,B,NO,B,1,450,447,YES,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,22,1,B,NO,A,0,484,497,YES,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,23,0,A,YES,B,1,483,437,NO,INCONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,24,1,A,YES,A,0,433,487,NO,CONGRUENT
joaquin_test_516,2019-05-16T18:22:39.233Z,2019-05-16T18:22:39.233Z,,default,25,0,B,NO,A,1,500,477,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,0,1,A,YES,A,0,950,5000,NO,CONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,1,1,B,NO,B,0,533,5000,YES,CONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,2,1,B,NO,B,0,567,5000,YES,CONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,3,1,A,YES,B,0,567,5000,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,4,1,A,YES,B,0,617,5000,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:13:58.897Z,2019-05-17T18:13:58.897Z,,default,5,1,B,NO,A,0,1700,5000,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,0,0,A,YES,A,1,717,692,NO,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,1,1,A,YES,B,0,683,692,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,2,0,A,YES,B,1,750,682,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,3,1,B,NO,A,0,550,722,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,4,1,B,NO,B,0,550,732,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,5,1,B,NO,A,0,533,712,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,6,1,A,YES,B,0,650,692,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,7,1,B,NO,B,0,567,722,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,8,1,B,NO,A,0,634,662,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,9,0,B,NO,A,1,634,622,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,10,1,A,YES,B,0,650,662,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,11,1,A,YES,A,0,616,702,NO,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,12,0,A,NO,B,1,0,652,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,13,0,B,NO,B,1,700,672,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,14,0,B,NO,B,1,1234,712,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,15,1,B,NO,A,0,650,692,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,16,1,A,YES,B,0,500,682,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,17,1,A,YES,A,0,683,792,NO,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,18,1,B,NO,B,0,500,782,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,19,1,A,YES,B,0,484,662,NO,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,20,1,B,NO,B,0,467,762,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,21,1,A,YES,A,0,384,732,NO,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,22,1,A,YES,A,0,500,692,NO,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,23,1,B,NO,A,0,483,632,YES,INCONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,24,0,B,NO,B,1,650,642,YES,CONGRUENT
joaquinandroid,2019-05-17T18:14:16.037Z,2019-05-17T18:14:16.037Z,,default,25,1,A,YES,A,0,417,682,NO,CONGRUENT
rc,2019-05-17T18:42:06.169Z,2019-05-17T18:42:06.169Z,,default,0,1,A,YES,A,0,4650,5000,NO,CONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,0,1,A,YES,A,0,800,5000,NO,CONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,1,1,B,NO,B,0,617,5000,YES,CONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,2,1,B,NO,B,0,467,5000,YES,CONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,3,1,B,NO,A,0,867,5000,YES,INCONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,4,1,A,YES,B,0,566,5000,NO,INCONGRUENT
rc,2019-05-17T18:42:31.412Z,2019-05-17T18:42:31.412Z,,default,5,1,A,YES,B,0,533,5000,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,0,0,A,YES,A,1,867,691,NO,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,1,0,A,NO,A,1,817,731,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,2,0,A,NO,B,0,666,691,YES,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,3,0,B,NO,A,1,783,731,YES,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,4,0,B,YES,A,0,617,811,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,5,1,A,YES,A,0,550,811,NO,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,6,1,B,NO,B,0,517,801,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,7,1,B,NO,B,0,533,781,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,8,0,B,YES,A,0,500,931,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,9,1,A,YES,A,0,466,751,NO,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,10,1,A,YES,A,0,384,711,NO,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,11,0,B,YES,A,0,317,1091,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,12,1,B,NO,B,0,450,661,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,13,1,B,NO,B,0,433,601,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,14,1,A,YES,B,0,533,1291,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,15,1,B,NO,B,0,500,531,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,16,1,B,NO,B,0,433,451,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,17,1,A,YES,B,0,517,1281,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,18,1,A,YES,B,0,551,1261,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,19,1,B,NO,A,0,599,1231,YES,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,20,0,A,YES,A,1,466,361,NO,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,21,1,A,YES,B,0,500,1191,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,22,1,B,NO,A,0,483,1141,YES,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,23,0,B,NO,B,1,467,401,YES,CONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,24,1,A,YES,B,0,484,1081,NO,INCONGRUENT
rc,2019-05-17T18:42:45.548Z,2019-05-17T18:42:45.548Z,,default,25,1,A,YES,B,0,433,1011,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,0,1,A,YES,A,0,2200,5000,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,1,1,B,NO,B,0,750,5000,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,2,1,B,NO,B,0,700,5000,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,3,0,A,NO,B,0,1300,5000,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,4,1,B,NO,A,0,1116,5000,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:47:35.611Z,2019-05-21T20:47:35.611Z,,default,5,1,A,YES,B,0,717,5000,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,0,0,A,YES,A,1,1283,1033,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,1,1,A,YES,B,0,784,1033,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,2,1,A,YES,B,0,700,1023,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,3,1,B,NO,B,0,667,1073,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,4,1,A,YES,B,0,567,1003,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,5,1,A,YES,B,0,616,973,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,6,0,B,YES,A,0,517,933,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,7,1,A,YES,A,0,550,1063,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,8,1,B,NO,A,0,733,973,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,9,1,A,YES,B,0,600,963,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,10,1,B,NO,B,0,616,1043,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,11,1,B,NO,B,0,534,1013,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,12,1,B,NO,A,0,683,943,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,13,1,A,YES,A,0,584,973,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,14,1,A,YES,B,0,650,913,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,15,1,B,NO,B,0,583,923,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,16,1,B,NO,B,0,584,863,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,17,1,A,YES,B,0,616,873,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,18,1,B,NO,B,0,584,793,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,19,1,B,NO,B,0,484,713,YES,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,20,1,A,YES,A,0,534,623,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,21,1,B,NO,A,0,567,823,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,22,0,B,YES,A,0,634,763,NO,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,23,1,B,NO,A,0,650,803,YES,INCONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,24,0,A,YES,A,1,600,523,NO,CONGRUENT
ucsfadmintestac521,2019-05-21T20:48:21.232Z,2019-05-21T20:48:21.232Z,,default,25,0,A,YES,A,1,600,563,NO,CONGRUENT